EventID,SportID,VenueID,Event,Year,Season
5248,54,22,Men's Horizontal Bar,2020,Summer
5249,54,22,Men's Team,2020,Summer
5250,16,22,Men's Pair Team,2020,Summer
5251,1,22,Men Team,2020,Summer
5252,1,22,Women Team,2020,Summer
5253,11,22,Men Team,2020,Summer
5254,16,22,Lightweight Men's Double Sculls Team,2020,Summer
5255,6,22,Men's 100m Breaststroke,2020,Summer
5256,55,22,Women's Kumite +61kg,2020,Summer
5257,13,22,Men's Greco-Roman 87kg,2020,Summer
5258,11,22,Women Team,2020,Summer
5259,34,22,Group All-Around Team,2020,Summer
5260,56,22,Softball Team,2020,Summer
5261,5,22,Men's 800m,2020,Summer
5262,2,22,Men -73 kg,2020,Summer
5263,19,22,10m Air Pistol Women,2020,Summer
5264,19,22,10m Air Pistol Mixed Team,2020,Summer
5265,19,22,10m Air Pistol Men,2020,Summer
5266,2,22,Men -81 kg,2020,Summer
5267,55,22,Men's Kumite -75kg,2020,Summer
5268,32,22,Women's Team,2020,Summer
5269,2,22,Men -66 kg,2020,Summer
5270,13,22,Men's Freestyle 125kg,2020,Summer
5271,5,22,Men's Javelin Throw,2020,Summer
5272,3,22,Men Team,2020,Summer
5273,21,22,Women -49kg,2020,Summer
5274,5,22,Men's 3000m Steeplechase,2020,Summer
5275,5,22,Men's Marathon,2020,Summer
5276,54,22,Women's All-Around,2020,Summer
5277,54,22,Women's Vault,2020,Summer
5278,54,22,Women's Uneven Bars,2020,Summer
5279,54,22,Women's Balance Beam,2020,Summer
5280,54,22,Women's Floor Exercise,2020,Summer
5281,17,22,Women's Épée Individual,2020,Summer
5282,7,22,Women's Singles,2020,Summer
5283,20,22,Men's Heavy (81-91kg),2020,Summer
5284,13,22,Men's Freestyle 57kg,2020,Summer
5285,13,22,Men's Greco-Roman 130kg,2020,Summer
5286,12,22,Men's 73kg,2020,Summer
5287,20,22,Men's Super Heavy (+91kg),2020,Summer
5288,29,22,Men's Individual,2020,Summer
5289,29,22,Men's Team,2020,Summer
5290,20,22,Men's Light (57-63kg),2020,Summer
5291,13,22,Men's Freestyle 74kg,2020,Summer
5292,2,22,Mixed Team,2020,Summer
5293,5,22,Men's 400m Hurdles,2020,Summer
5294,2,22,Women -52 kg,2020,Summer
5295,5,22,Women's 3000m Steeplechase,2020,Summer
5296,17,22,Men's Sabre Individual,2020,Summer
5297,17,22,Men's Sabre Team,2020,Summer
5298,23,22,Women's 3m Springboard,2020,Summer
5299,23,22,Women's Synchronised 3m Springboard Team,2020,Summer
5300,7,22,Men's Singles,2020,Summer
5301,6,22,Men's 100m Freestyle,2020,Summer
5302,37,22,Men Team,2020,Summer
5303,8,22,Women's Skiff - 49er  Team,2020,Summer
5304,5,22,Men's 5000m,2020,Summer
5305,5,22,Women's 100m,2020,Summer
5306,17,22,Men's Foil Individual,2020,Summer
5307,17,22,Men's Foil Team,2020,Summer
5308,12,22,Women's 76kg,2020,Summer
5309,15,22,Men Team,2020,Summer
5310,5,22,Women's 400m,2020,Summer
5311,5,22,Men's Shot Put,2020,Summer
5312,57,22,Men,2020,Summer
5313,58,22,Men's 10km,2020,Summer
5314,16,22,Women's Single Sculls,2020,Summer
5315,6,22,Men's 1500m Freestyle,2020,Summer
5316,5,22,Men's 4 x 400m Relay Team,2020,Summer
5317,5,22,4 x 400m Relay Mixed Team,2020,Summer
5318,6,22,Mixed 4 x 100m Medley Relay Team,2020,Summer
5319,21,22,Men -68kg,2020,Summer
5320,32,22,Men's Singles,2020,Summer
5321,32,22,Mixed Doubles Team,2020,Summer
5322,19,22,Skeet Men,2020,Summer
5323,13,22,Men's Greco-Roman 97kg,2020,Summer
5324,6,22,Men's 4 x 100m Freestyle Relay Team,2020,Summer
5325,38,22,Women's Individual,2020,Summer
5326,21,22,Women +67kg,2020,Summer
5327,29,22,Women's Individual,2020,Summer
5328,29,22,Mixed Team,2020,Summer
5329,6,22,Men's 800m Freestyle,2020,Summer
5330,3,22,Women Team,2020,Summer
5331,59,22,Men's Kayak,2020,Summer
5332,14,22,Men Team,2020,Summer
5333,16,22,Men's Eight Team,2020,Summer
5334,5,22,Women's 4 x 100m Relay Team,2020,Summer
5335,21,22,Women -57kg,2020,Summer
5336,6,22,Women's 100m Breaststroke,2020,Summer
5337,5,22,Women's Shot Put,2020,Summer
5338,12,22,Men's 96kg,2020,Summer
5339,13,22,Women's Freestyle 76kg,2020,Summer
5340,5,22,Men's 100m,2020,Summer
5341,13,22,Women's Freestyle 57kg,2020,Summer
5342,13,22,Women's Freestyle 62kg,2020,Summer
5343,34,22,Individual All-Around,2020,Summer
5344,2,22,Women +78 kg,2020,Summer
5345,60,22,Women,2020,Summer
5346,61,22,Men's Canoe Single 1000m,2020,Summer
5347,61,22,Men's Canoe Double 1000m Team,2020,Summer
5348,16,22,Men's Double Sculls Team,2020,Summer
5349,16,22,Women's Quadruple Sculls Team,2020,Summer
5350,8,22,Men's Two Person Dinghy - 470 Team,2020,Summer
5351,5,22,Women's 1500m,2020,Summer
5352,5,22,Men's 400m,2020,Summer
5353,62,22,Women,2020,Summer
5354,6,22,Women's 50m Freestyle,2020,Summer
5355,2,22,Women -63 kg,2020,Summer
5356,35,22,Men Team,2020,Summer
5357,61,22,Men's Kayak Single 1000m,2020,Summer
5358,5,22,Men's Triple Jump,2020,Summer
5359,13,22,Men's Freestyle 86kg,2020,Summer
5360,30,22,Men Team,2020,Summer
5361,5,22,Men's 50km Race Walk,2020,Summer
5362,2,22,Women -78 kg,2020,Summer
5363,5,22,Women's Heptathlon,2020,Summer
5364,23,22,Women's 10m Platform,2020,Summer
5365,23,22,Women's Synchronised 10m Platform Team,2020,Summer
5366,20,22,Men's Welter (63-69kg),2020,Summer
5367,6,22,Men's 100m Butterfly,2020,Summer
5368,13,22,Women's Freestyle 68kg,2020,Summer
5369,5,22,"Men's 10,000m",2020,Summer
5370,61,22,Women's Kayak Single 200m,2020,Summer
5371,61,22,Women's Kayak Single 500m,2020,Summer
5372,7,22,Men's Doubles Team,2020,Summer
5373,57,22,Women,2020,Summer
5374,6,22,Women's 4 x 100m Freestyle Relay Team,2020,Summer
5375,16,22,Women's Pair Team,2020,Summer
5376,13,22,Men's Greco-Roman 60kg,2020,Summer
5377,12,22,Women's 49kg,2020,Summer
5378,13,22,Men's Greco-Roman 77kg,2020,Summer
5379,35,22,Women Team,2020,Summer
5380,5,22,Men's 4 x 100m Relay Team,2020,Summer
5381,19,22,10m Air Rifle Men,2020,Summer
5382,19,22,50m Rifle 3 Positions Men,2020,Summer
5383,54,22,Women's Team,2020,Summer
5384,13,22,Women's Freestyle 53kg,2020,Summer
5385,19,22,25m Rapid Fire Pistol Men,2020,Summer
5386,5,22,Men's High Jump,2020,Summer
5387,30,22,Women Team,2020,Summer
5388,20,22,Women's Welter (64-69kg),2020,Summer
5389,2,22,Men -60 kg,2020,Summer
5390,12,22,Women's +87kg,2020,Summer
5391,13,22,Men's Freestyle 65kg,2020,Summer
5392,61,22,Men's Kayak Single 200m,2020,Summer
5393,55,22,Men's Kumite +75kg,2020,Summer
5394,63,22,Jumping Team,2020,Summer
5395,63,22,Jumping Individual,2020,Summer
5396,19,22,Trap Men,2020,Summer
5397,16,22,Men's Single Sculls,2020,Summer
5398,13,22,Men's Greco-Roman 67kg,2020,Summer
5399,20,22,Men's Fly (48-52kg),2020,Summer
5400,38,22,Men's Individual,2020,Summer
5401,38,22,Mixed Relay Team,2020,Summer
5402,21,22,Men +80kg,2020,Summer
5403,15,22,Women Team,2020,Summer
5404,8,22,Mixed Multihull - Nacra 17 Foiling Team,2020,Summer
5405,2,22,Women -57 kg,2020,Summer
5406,16,22,Women's Eight Team,2020,Summer
5407,25,22,Women's Singles,2020,Summer
5408,64,22,Team,2020,Summer
5409,12,22,Women's 59kg,2020,Summer
5410,5,22,Women's 800m,2020,Summer
5411,21,22,Men -80kg,2020,Summer
5412,64,22,Duet Team,2020,Summer
5413,20,22,Women's Light (57-60kg),2020,Summer
5414,20,22,Men's Light Heavy (75-81kg),2020,Summer
5415,63,22,Eventing Team,2020,Summer
5416,63,22,Eventing Individual,2020,Summer
5417,20,22,Women's Feather (54-57kg),2020,Summer
5418,19,22,Trap Women,2020,Summer
5419,19,22,Trap Mixed Team,2020,Summer
5420,20,22,Men's Feather (52-57kg),2020,Summer
5421,5,22,Men's 110m Hurdles,2020,Summer
5422,12,22,Men's 81kg,2020,Summer
5423,56,22,Baseball Team,2020,Summer
5424,6,22,Men's 200m Breaststroke,2020,Summer
5425,5,22,Women's Discus Throw,2020,Summer
5426,5,22,Women's 4 x 400m Relay Team,2020,Summer
5427,55,22,Men's Kumite -67kg,2020,Summer
5428,53,22,Men's Road Race,2020,Summer
5429,53,22,Men's Individual Time Trial,2020,Summer
5430,6,22,Women's 4 x 200m Freestyle Relay Team,2020,Summer
5431,55,22,Men's Kata,2020,Summer
5432,6,22,Women's 100m Butterfly,2020,Summer
5433,21,22,Women -67kg,2020,Summer
5434,12,22,Men's 61kg,2020,Summer
5435,16,22,Lightweight Women's Double Sculls Team,2020,Summer
5436,2,22,Women -48 kg,2020,Summer
5437,6,22,Men's 400m Freestyle,2020,Summer
5438,6,22,Men's 200m Freestyle,2020,Summer
5439,65,22,Women's Team Pursuit Team,2020,Summer
5440,20,22,Men's Middle (69-75kg),2020,Summer
5441,5,22,Men's 200m,2020,Summer
5442,8,22,Men's Skiff - 49er Team,2020,Summer
5443,5,22,Women's 100m Hurdles,2020,Summer
5444,29,22,Women's Team,2020,Summer
5445,5,22,Women's Marathon,2020,Summer
5446,55,22,Women's Kata,2020,Summer
5447,2,22,Men -90 kg,2020,Summer
5448,5,22,Men's Hammer Throw,2020,Summer
5449,19,22,Skeet Women,2020,Summer
5450,27,22,Men's Individual Stroke Play,2020,Summer
5451,5,22,Women's Hammer Throw,2020,Summer
5452,66,22,Men's Park,2020,Summer
5453,6,22,Women's 100m Freestyle,2020,Summer
5454,6,22,Women's 200m Freestyle,2020,Summer
5455,6,22,Women's 4 x 100m Medley Relay Team,2020,Summer
5456,58,22,Women's 10km,2020,Summer
5457,5,22,4 x 400m Relay Mixed,2020,Summer
5458,5,22,Women's 20km Race Walk,2020,Summer
5459,60,22,Men,2020,Summer
5460,6,22,Women's 200m Individual Medley,2020,Summer
5461,12,22,Women's 64kg,2020,Summer
5462,5,22,"Women's 10,000m",2020,Summer
5463,62,22,Men,2020,Summer
5464,5,22,Men's 1500m,2020,Summer
5465,61,22,Women's Canoe Single 200m,2020,Summer
5466,61,22,Women's Canoe Double 500m Team,2020,Summer
5467,5,22,Women's Javelin Throw,2020,Summer
5468,6,22,Men's 50m Freestyle,2020,Summer
5469,6,22,Men's 200m Individual Medley,2020,Summer
5470,6,22,Men's 4 x 100m Medley Relay Team,2020,Summer
5471,14,22,Women Team,2020,Summer
5472,65,22,Women's Sprint,2020,Summer
5473,65,22,Women's Keirin,2020,Summer
5474,12,22,Women's 87kg,2020,Summer
5475,12,22,Men's 67kg,2020,Summer
5476,8,22,Women's One Person Dinghy - Laser Radial,2020,Summer
5477,25,22,Men's Singles,2020,Summer
5478,25,22,Men's Doubles Team,2020,Summer
5479,16,22,Women's Four Team,2020,Summer
5480,61,22,Men's Kayak Double 1000m Team,2020,Summer
5481,61,22,Men's Kayak Four 500m Team,2020,Summer
5482,16,22,Men's Quadruple Sculls Team,2020,Summer
5483,65,22,Women's Team Sprint Team,2020,Summer
5484,16,22,Women's Double Sculls Team,2020,Summer
5485,17,22,Women's Sabre Individual,2020,Summer
5486,17,22,Women's Sabre Team,2020,Summer
5487,66,22,Men's Street,2020,Summer
5488,25,22,Women's Doubles Team,2020,Summer
5489,32,22,Men's Team,2020,Summer
5490,6,22,Men's 4 x 200m Freestyle Relay Team,2020,Summer
5491,2,22,Women -70 kg,2020,Summer
5492,5,22,Women's Long Jump,2020,Summer
5493,8,22,Men's One Person Dinghy - Laser,2020,Summer
5494,26,22,Women's Individual,2020,Summer
5495,65,22,Women's Omnium,2020,Summer
5496,65,22,Women's Madison Team,2020,Summer
5497,6,22,Women's 100m Backstroke,2020,Summer
5498,23,22,Men's 3m Springboard,2020,Summer
5499,5,22,Men's 20km Race Walk,2020,Summer
5500,61,22,Women's Kayak Double 500m Team,2020,Summer
5501,8,22,Women's Two Person Dinghy - 470 Team,2020,Summer
5502,23,22,Men's 10m Platform,2020,Summer
5503,66,22,Women's Park,2020,Summer
5504,6,22,Men's 100m Backstroke,2020,Summer
5505,6,22,Men's 400m Individual Medley,2020,Summer
5506,19,22,10m Air Rifle Women,2020,Summer
5507,19,22,50m Rifle 3 Positions Women,2020,Summer
5508,19,22,10m Air Rifle Mixed Team,2020,Summer
5509,37,22,Women Team,2020,Summer
5510,21,22,Men -58kg,2020,Summer
5511,19,22,25m Pistol Women,2020,Summer
5512,12,22,Men's +109kg,2020,Summer
5513,27,22,Women's Individual Stroke Play,2020,Summer
5514,8,22,Men's Windsurfer - RS:X,2020,Summer
5515,5,22,Women's 4 x 100m Relay,2020,Summer
5516,6,22,Men's 200m Backstroke,2020,Summer
5517,25,22,Mixed Doubles Team,2020,Summer
5518,67,22,Men's Cross-country,2020,Summer
5519,6,22,Women's 200m Butterfly,2020,Summer
5520,65,22,Men's Sprint,2020,Summer
5521,65,22,Men's Keirin,2020,Summer
5522,63,22,Dressage Team,2020,Summer
5523,63,22,Dressage Individual,2020,Summer
5524,5,22,Women's 200m,2020,Summer
5525,17,22,Women's Foil Individual,2020,Summer
5526,17,22,Women's Foil Team,2020,Summer
5527,6,22,Women's 1500m Freestyle,2020,Summer
5528,12,22,Men's 109kg,2020,Summer
5529,6,22,Men's 200m Butterfly,2020,Summer
5530,6,22,Women's 200m Backstroke,2020,Summer
5531,55,22,Women's Kumite -55kg,2020,Summer
5532,5,22,Men's Discus Throw,2020,Summer
5533,32,22,Women's Singles,2020,Summer
5534,23,22,Men's Synchronised 10m Platform Team,2020,Summer
5535,6,22,Women's 400m Individual Medley,2020,Summer
5536,17,22,Men's Épée Individual,2020,Summer
5537,17,22,Men's Épée Team,2020,Summer
5538,65,22,Women's Madison,2020,Summer
5539,2,22,Men +100 kg,2020,Summer
5540,5,22,Men's Decathlon,2020,Summer
5541,5,22,Women's 5000m,2020,Summer
5542,67,22,Women's Cross-country,2020,Summer
5543,68,22,Women Team,2020,Summer
5544,8,22,Women's Windsurfer - RS:X,2020,Summer
5545,5,22,Women's 400m Hurdles,2020,Summer
5546,6,22,Women's 200m Breaststroke,2020,Summer
5547,68,22,Men Team,2020,Summer
5548,26,22,Men's Individual,2020,Summer
5549,17,22,Women's Épée Team,2020,Summer
5550,6,22,Women's 800m Freestyle,2020,Summer
5551,69,22,Women's Park,2020,Summer
5552,5,22,Women's Pole Vault,2020,Summer
5553,66,22,Women's Street,2020,Summer
5554,59,22,Men's Canoe,2020,Summer
5555,16,22,Men's Four Team,2020,Summer
5556,8,22,Men's One Person Dinghy (Heavyweight) - Finn,2020,Summer
5557,65,22,Men's Team Pursuit Team,2020,Summer
5558,65,22,Men's Madison Team,2020,Summer
5559,59,22,Women's Canoe,2020,Summer
5560,5,22,Men's Long Jump,2020,Summer
5561,65,22,Men's Team Sprint Team,2020,Summer
5562,7,22,Women's Doubles Team,2020,Summer
5563,5,22,Men's Pole Vault,2020,Summer
5564,6,22,Women's 400m Freestyle,2020,Summer
5565,61,22,Women's Kayak Four 500m Team,2020,Summer
5566,7,22,Mixed Doubles Team,2020,Summer
5567,2,22,Men -100 kg,2020,Summer
5568,5,22,Women's High Jump,2020,Summer
5569,20,22,Women's Fly (48-51kg),2020,Summer
5570,59,22,Women's Kayak,2020,Summer
5571,69,22,Men's Park,2020,Summer
5572,20,22,Women's Middle (69-75kg),2020,Summer
5573,23,22,Men's Synchronised 3m Springboard Team,2020,Summer
5574,70,22,Women's Combined,2020,Summer
5575,12,22,Women's 55kg,2020,Summer
5576,70,22,Men's Combined,2020,Summer
5577,55,22,Women's Kumite -61kg,2020,Summer
5578,5,22,Men's 4 x 400m Relay,2020,Summer
5579,65,22,Men's Omnium,2020,Summer
5580,13,22,Men's Freestyle 97kg,2020,Summer
5581,13,22,Women's Freestyle 50kg,2020,Summer
5582,5,22,Women's Triple Jump,2020,Summer
5583,5,22,Men's 4 x 100m Relay,2020,Summer
5584,5,22,Women's 4 x 400m Relay,2020,Summer
5585,71,24,Speed Skating Women's 500 metres,1988,Winter
5586,71,24,"Speed Skating Women's 1,000 metres",1988,Winter
5587,71,25,Speed Skating Women's 500 metres,1992,Winter
5588,71,25,"Speed Skating Women's 1,000 metres",1992,Winter
5589,71,26,Speed Skating Women's 500 metres,1994,Winter
5590,71,26,"Speed Skating Women's 1,000 metres",1994,Winter
5591,72,25,Cross Country Skiing Men's 10 kilometres,1992,Winter
5592,72,25,Cross Country Skiing Men's 50 kilometres,1992,Winter
5593,72,25,Cross Country Skiing Men's 10/15 kilometres Pursuit,1992,Winter
5594,72,25,Cross Country Skiing Men's 4 x 10 kilometres Relay,1992,Winter
5595,72,26,Cross Country Skiing Men's 10 kilometres,1994,Winter
5596,72,26,Cross Country Skiing Men's 30 kilometres,1994,Winter
5597,72,26,Cross Country Skiing Men's 10/15 kilometres Pursuit,1994,Winter
5598,72,26,Cross Country Skiing Men's 4 x 10 kilometres Relay,1994,Winter
5599,43,27,Ice Hockey Men's Ice Hockey,2002,Winter
5600,72,28,Cross Country Skiing Men's 30 kilometres,1980,Winter
5601,73,26,Biathlon Women's 7.5 kilometres Sprint,1994,Winter
5602,43,29,Ice Hockey Men's Ice Hockey,2014,Winter
5603,74,25,Alpine Skiing Men's Downhill,1992,Winter
5604,74,25,Alpine Skiing Men's Super G,1992,Winter
5605,74,25,Alpine Skiing Men's Giant Slalom,1992,Winter
5606,74,25,Alpine Skiing Men's Slalom,1992,Winter
5607,74,26,Alpine Skiing Men's Downhill,1994,Winter
5608,74,26,Alpine Skiing Men's Super G,1994,Winter
5609,74,26,Alpine Skiing Men's Giant Slalom,1994,Winter
5610,74,26,Alpine Skiing Men's Slalom,1994,Winter
5611,74,26,Alpine Skiing Men's Combined,1994,Winter
5612,74,30,Alpine Skiing Men's Downhill,1998,Winter
5613,74,30,Alpine Skiing Men's Super G,1998,Winter
5614,74,30,Alpine Skiing Men's Giant Slalom,1998,Winter
5615,74,30,Alpine Skiing Men's Combined,1998,Winter
5616,74,27,Alpine Skiing Men's Downhill,2002,Winter
5617,74,27,Alpine Skiing Men's Super G,2002,Winter
5618,74,27,Alpine Skiing Men's Giant Slalom,2002,Winter
5619,74,27,Alpine Skiing Men's Slalom,2002,Winter
5620,74,27,Alpine Skiing Men's Combined,2002,Winter
5621,74,31,Alpine Skiing Men's Downhill,2006,Winter
5622,74,31,Alpine Skiing Men's Super G,2006,Winter
5623,71,32,Speed Skating Men's 500 metres,1960,Winter
5624,71,32,"Speed Skating Men's 1,500 metres",1960,Winter
5625,71,33,"Speed Skating Men's 1,500 metres",1964,Winter
5626,75,34,Luge Women's Singles,1984,Winter
5627,76,30,Bobsleigh Men's Four,1998,Winter
5628,71,35,"Speed Skating Men's 1,500 metres",1952,Winter
5629,71,36,"Speed Skating Men's 1,500 metres",1956,Winter
5630,71,36,"Speed Skating Men's 5,000 metres",1956,Winter
5631,71,32,"Speed Skating Men's 5,000 metres",1960,Winter
5632,71,32,"Speed Skating Men's 10,000 metres",1960,Winter
5633,72,30,Cross Country Skiing Men's 30 kilometres,1998,Winter
5634,72,30,Cross Country Skiing Men's 50 kilometres,1998,Winter
5635,72,27,Cross Country Skiing Men's 15 kilometres,2002,Winter
5636,72,27,Cross Country Skiing Men's 50 kilometres,2002,Winter
5637,72,27,Cross Country Skiing Men's 4 x 10 kilometres Relay,2002,Winter
5638,74,37,Alpine Skiing Men's Giant Slalom,2010,Winter
5639,74,29,Alpine Skiing Women's Slalom,2014,Winter
5640,47,33,Figure Skating Men's Singles,1964,Winter
5641,47,38,Figure Skating Men's Singles,1968,Winter
5642,47,37,Figure Skating Men's Singles,2010,Winter
5643,47,29,Figure Skating Men's Singles,2014,Winter
5644,47,29,Figure Skating Mixed Team,2014,Winter
5645,76,39,Bobsleigh Men's Two,1972,Winter
5646,76,39,Bobsleigh Men's Four,1972,Winter
5647,76,33,Bobsleigh Men's Two,1976,Winter
5648,76,33,Bobsleigh Men's Four,1976,Winter
5649,77,24,Nordic Combined Men's Team,1988,Winter
5650,77,24,Nordic Combined Men's Individual,1988,Winter
5651,77,25,Nordic Combined Men's Individual,1992,Winter
5652,77,26,Nordic Combined Men's Team,1994,Winter
5653,77,26,Nordic Combined Men's Individual,1994,Winter
5654,43,40,Ice Hockey Men's Ice Hockey,1924,Winter
5655,43,35,Ice Hockey Men's Ice Hockey,1952,Winter
5656,77,33,Nordic Combined Men's Individual,1976,Winter
5657,77,28,Nordic Combined Men's Individual,1980,Winter
5658,73,28,Biathlon Men's 10 kilometres Sprint,1980,Winter
5659,73,28,Biathlon Men's 20 kilometres,1980,Winter
5660,73,28,Biathlon Men's 4 x 7.5 kilometres Relay,1980,Winter
5661,78,25,Freestyle Skiing Men's Moguls,1992,Winter
5662,75,24,Luge Women's Singles,1988,Winter
5663,75,25,Luge Women's Singles,1992,Winter
5664,75,26,Luge Women's Singles,1994,Winter
5665,75,30,Luge Women's Singles,1998,Winter
5666,75,27,Luge Women's Singles,2002,Winter
5667,74,35,Alpine Skiing Women's Slalom,1952,Winter
5668,47,30,Figure Skating Mixed Pairs,1998,Winter
5669,78,27,Freestyle Skiing Men's Aerials,2002,Winter
5670,78,31,Freestyle Skiing Men's Aerials,2006,Winter
5671,78,37,Freestyle Skiing Men's Aerials,2010,Winter
5672,74,30,Alpine Skiing Women's Giant Slalom,1998,Winter
5673,74,29,Alpine Skiing Women's Super G,2014,Winter
5674,74,29,Alpine Skiing Women's Giant Slalom,2014,Winter
5675,72,24,Cross Country Skiing Women's 5 kilometres,1988,Winter
5676,72,24,Cross Country Skiing Women's 10 kilometres,1988,Winter
5677,72,24,Cross Country Skiing Women's 20 kilometres,1988,Winter
5678,43,28,Ice Hockey Men's Ice Hockey,1980,Winter
5679,43,34,Ice Hockey Men's Ice Hockey,1984,Winter
5680,43,39,Ice Hockey Men's Ice Hockey,1972,Winter
5681,43,41,Ice Hockey Men's Ice Hockey,1928,Winter
5682,74,31,Alpine Skiing Men's Giant Slalom,2006,Winter
5683,74,31,Alpine Skiing Men's Slalom,2006,Winter
5684,74,37,Alpine Skiing Men's Slalom,2010,Winter
5685,74,29,Alpine Skiing Men's Giant Slalom,2014,Winter
5686,74,29,Alpine Skiing Men's Slalom,2014,Winter
5687,78,29,Freestyle Skiing Men's Aerials,2014,Winter
5688,73,37,Biathlon Men's 10 kilometres Sprint,2010,Winter
5689,73,37,Biathlon Men's 12.5 kilometres Pursuit,2010,Winter
5690,73,37,Biathlon Men's 20 kilometres,2010,Winter
5691,73,37,Biathlon Men's 4 x 7.5 kilometres Relay,2010,Winter
5692,73,29,Biathlon Men's 10 kilometres Sprint,2014,Winter
5693,73,29,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,Winter
5694,73,29,Biathlon Men's 12.5 kilometres Pursuit,2014,Winter
5695,73,29,Biathlon Men's 20 kilometres,2014,Winter
5696,73,29,Biathlon Men's 4 x 7.5 kilometres Relay,2014,Winter
5697,74,30,Alpine Skiing Men's Slalom,1998,Winter
5698,43,26,Ice Hockey Men's Ice Hockey,1994,Winter
5699,71,31,"Speed Skating Women's 1,000 metres",2006,Winter
5700,71,31,"Speed Skating Women's 1,500 metres",2006,Winter
5701,71,31,Speed Skating Women's Team Pursuit (6 laps),2006,Winter
5702,71,37,"Speed Skating Women's 1,500 metres",2010,Winter
5703,72,31,Cross Country Skiing Men's Sprint,2006,Winter
5704,72,31,Cross Country Skiing Men's 15 kilometres,2006,Winter
5705,76,37,Bobsleigh Men's Two,2010,Winter
5706,76,37,Bobsleigh Men's Four,2010,Winter
5707,47,26,Figure Skating Women's Singles,1994,Winter
5708,71,25,Speed Skating Men's 500 metres,1992,Winter
5709,71,25,"Speed Skating Men's 1,000 metres",1992,Winter
5710,71,30,Speed Skating Men's 500 metres,1998,Winter
5711,71,30,"Speed Skating Men's 1,000 metres",1998,Winter
5712,71,27,Speed Skating Men's 500 metres,2002,Winter
5713,71,27,"Speed Skating Men's 1,000 metres",2002,Winter
5714,47,27,Figure Skating Men's Singles,2002,Winter
5715,74,26,Alpine Skiing Women's Slalom,1994,Winter
5716,74,30,Alpine Skiing Women's Slalom,1998,Winter
5717,74,24,Alpine Skiing Men's Slalom,1988,Winter
5718,74,24,Alpine Skiing Men's Combined,1988,Winter
5719,74,25,Alpine Skiing Men's Combined,1992,Winter
5720,76,41,Bobsleigh Men's Four,1948,Winter
5721,74,29,Alpine Skiing Men's Downhill,2014,Winter
5722,74,29,Alpine Skiing Men's Combined,2014,Winter
5723,72,33,Cross Country Skiing Women's 5 kilometres,1964,Winter
5724,72,38,Cross Country Skiing Women's 5 kilometres,1968,Winter
5725,72,38,Cross Country Skiing Women's 3 x 5 kilometres Relay,1968,Winter
5726,77,30,Nordic Combined Men's Team,1998,Winter
5727,77,30,Nordic Combined Men's Individual,1998,Winter
5728,77,27,Nordic Combined Men's Team,2002,Winter
5729,77,27,Nordic Combined Men's Individual,2002,Winter
5730,77,27,Nordic Combined Men's Sprint,2002,Winter
5731,77,31,Nordic Combined Men's Team,2006,Winter
5732,77,31,Nordic Combined Men's Individual,2006,Winter
5733,77,31,Nordic Combined Men's Sprint,2006,Winter
5734,76,24,Bobsleigh Men's Two,1988,Winter
5735,76,25,Bobsleigh Men's Two,1992,Winter
5736,76,25,Bobsleigh Men's Four,1992,Winter
5737,76,26,Bobsleigh Men's Two,1994,Winter
5738,76,26,Bobsleigh Men's Four,1994,Winter
5739,76,30,Bobsleigh Men's Two,1998,Winter
5740,76,27,Bobsleigh Men's Four,2002,Winter
5741,43,32,Ice Hockey Men's Ice Hockey,1960,Winter
5742,74,31,Alpine Skiing Women's Giant Slalom,2006,Winter
5743,74,31,Alpine Skiing Women's Slalom,2006,Winter
5744,74,31,Alpine Skiing Women's Combined,2006,Winter
5745,74,37,Alpine Skiing Women's Slalom,2010,Winter
5746,79,28,"Ski Jumping Men's Normal Hill, Individual",1932,Winter
5747,79,42,"Ski Jumping Men's Normal Hill, Individual",1936,Winter
5748,43,29,Ice Hockey Women's Ice Hockey,2014,Winter
5749,76,27,Bobsleigh Men's Two,2002,Winter
5750,80,31,Curling Men's Curling,2006,Winter
5751,73,25,Biathlon Women's 7.5 kilometres Sprint,1992,Winter
5752,73,25,Biathlon Women's 15 kilometres,1992,Winter
5753,73,25,Biathlon Women's 3 x 7.5 kilometres Relay,1992,Winter
5754,73,26,Biathlon Women's 15 kilometres,1994,Winter
5755,73,26,Biathlon Women's 4 x 7.5 kilometres Relay,1994,Winter
5756,73,30,Biathlon Women's 7.5 kilometres Sprint,1998,Winter
5757,73,30,Biathlon Women's 15 kilometres,1998,Winter
5758,73,30,Biathlon Women's 4 x 7.5 kilometres Relay,1998,Winter
5759,43,24,Ice Hockey Men's Ice Hockey,1988,Winter
5760,43,25,Ice Hockey Men's Ice Hockey,1992,Winter
5761,47,41,Figure Skating Women's Singles,1948,Winter
5762,80,29,Curling Women's Curling,2014,Winter
5763,71,24,Speed Skating Men's 500 metres,1988,Winter
5764,71,24,"Speed Skating Men's 1,000 metres",1988,Winter
5765,71,24,"Speed Skating Men's 1,500 metres",1988,Winter
5766,71,25,"Speed Skating Men's 1,500 metres",1992,Winter
5767,71,26,Speed Skating Men's 500 metres,1994,Winter
5768,71,26,"Speed Skating Men's 1,000 metres",1994,Winter
5769,71,26,"Speed Skating Men's 1,500 metres",1994,Winter
